L1;L2;L3;L4;L5;L6;L7;L8
regional music;music of Europe;music of Western Europe;music of Belgium;popcorn;;;
regional music;music of Europe;music of Western Europe;music of France;Basque music;Basque ballad;;
regional music;music of Europe;music of Western Europe;music of France;Basque music;Basque folk music;trikiti;triki-pop
regional music;music of Europe;music of Western Europe;music of France;Basque music;Basque rock;Basque radical rock;
regional music;music of Europe;music of Western Europe;music of France;bertsolaritza;;;
regional music;music of Europe;music of Western Europe;music of France;chanson;chanson alternative;;
regional music;music of Europe;music of Western Europe;music of France;chanson;chanson réaliste;;
regional music;music of Europe;music of Western Europe;music of France;chanson;chanson à texte;;
regional music;music of Europe;music of Western Europe;music of France;chanson;French contemporary R&B;Raï'n'B;
regional music;music of Europe;music of Western Europe;music of France;chanson;Nouvelle Chanson;;
regional music;music of Europe;music of Western Europe;music of France;chanson;Quebec chanson;;
regional music;music of Europe;music of Western Europe;music of France;French contemporary R&B;Raï'n'B;;
regional music;music of Europe;music of Western Europe;music of France;French electronic music;;;
regional music;music of Europe;music of Western Europe;music of France;French folk music;Alsatian folk music;;
regional music;music of Europe;music of Western Europe;music of France;French folk music;bal-musette;swing musette;
regional music;music of Europe;music of Western Europe;music of France;French folk music;Breton folk music;Breton Celtic folk music;
regional music;music of Europe;music of Western Europe;music of France;French folk music;Breton folk music;kan ha diskan;
regional music;music of Europe;music of Western Europe;music of France;French folk music;Corsican folk music;paghjella;versu de Carbuccia
regional music;music of Europe;music of Western Europe;music of France;French folk music;Corsican folk music;paghjella;versu de Sermanu
regional music;music of Europe;music of Western Europe;music of France;French folk music;Corsican folk music;paghjella;versu du Nebbiu
regional music;music of Europe;music of Western Europe;music of France;French folk music;French folk song;noel;
regional music;music of Europe;music of Western Europe;music of France;French folk music;music of Limousin;;
regional music;music of Europe;music of Western Europe;music of France;French folk music;tyrolienne;;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;French contemporary R&B;Raï'n'B;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;coldwave;industrial coldwave
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;Italian new wave;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;Minneapolis sound;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;Neue Deutsche Welle;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;New Romantic;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;new wave of new wave;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;Norwegian new wave;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;Swiss wave;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;Synth-pop;
regional music;music of Europe;music of Western Europe;music of France;French hip-hop;New Wave;Yugoslav new wave;
regional music;music of Europe;music of Western Europe;music of France;French industrial music;;;
regional music;music of Europe;music of Western Europe;music of France;French jazz;;;
regional music;music of Europe;music of Western Europe;music of France;French polka;;;
regional music;music of Europe;music of Western Europe;music of France;French pop;French contemporary R&B;Raï'n'B;
regional music;music of Europe;music of Western Europe;music of France;French punk;;;
regional music;music of Europe;music of Western Europe;music of France;French rock;French progressive rock;;
regional music;music of Europe;music of Western Europe;music of France;Marseille operetta;;;
regional music;music of Europe;music of Western Europe;music of France;music of Auvergne;;;
regional music;music of Europe;music of Western Europe;music of France;music of Brittany;bagad;;
regional music;music of Europe;music of Western Europe;music of France;music of Brittany;Breton folk music;Breton Celtic folk music;
regional music;music of Europe;music of Western Europe;music of France;music of Brittany;Breton folk music;kan ha diskan;
regional music;music of Europe;music of Western Europe;music of France;music of Brittany;Breton rock;;
regional music;music of Europe;music of Western Europe;music of France;music of Brittany;Breton song;gwerz;
regional music;music of Europe;music of Western Europe;music of France;music of Brittany;Breton song;kan ha diskan;
regional music;music of Europe;music of Western Europe;music of France;music of Corsica;Corsican folk music;paghjella;versu de Carbuccia
regional music;music of Europe;music of Western Europe;music of France;music of Corsica;Corsican folk music;paghjella;versu de Sermanu
regional music;music of Europe;music of Western Europe;music of France;music of Corsica;Corsican folk music;paghjella;versu du Nebbiu
regional music;music of Europe;music of Western Europe;music of France;music of Limousin;;;
regional music;music of Europe;music of Western Europe;music of France;music of Occitania;nòva cançon;;
regional music;music of Europe;music of Western Europe;music of France;music of Occitania;Occitan folk music;Auvergnat folk music;
regional music;music of Europe;music of Western Europe;music of France;music of Occitania;Occitan folk music;Gascon folk music;
regional music;music of Europe;music of Western Europe;music of France;music of Occitania;Occitan traditional song;;
regional music;music of Europe;music of Western Europe;music of France;music of Provence;;;
regional music;music of Europe;music of Western Europe;music of France;pop urbaine;;;
regional music;music of Europe;music of Western Europe;music of France;poésie courtoise;;;
regional music;music of Europe;music of Western Europe;music of Germany;Bastlösreime;;;
regional music;music of Europe;music of Western Europe;music of Germany;Deutschfolk;;;
regional music;music of Europe;music of Western Europe;music of Germany;German electronic music;Düsseldorf school;;
regional music;music of Europe;music of Western Europe;music of Germany;German hip-hop;German gangsta rap;;
regional music;music of Europe;music of Western Europe;music of Germany;German hip-hop;Zeckenrap;;
regional music;music of Europe;music of Western Europe;music of Germany;German jazz;;;
regional music;music of Europe;music of Western Europe;music of Germany;German metal;Teutonic thrash metal;;
regional music;music of Europe;music of Western Europe;music of Germany;German music;German folk music;German volkslied;
regional music;music of Europe;music of Western Europe;music of Germany;German music;German folk music;Gstanzl;
regional music;music of Europe;music of Western Europe;music of Germany;German music;German folk music;Schrammelmusik;
regional music;music of Europe;music of Western Europe;music of Germany;German opera;;;
regional music;music of Europe;music of Western Europe;music of Germany;German pop;;;
regional music;music of Europe;music of Western Europe;music of Germany;German punk;East Germany punk;;
regional music;music of Europe;music of Western Europe;music of Germany;German rock;Politrock;;
regional music;music of Europe;music of Western Europe;music of Germany;German techno;;;
regional music;music of Europe;music of Western Europe;music of Germany;Guggenmusik;;;
regional music;music of Europe;music of Western Europe;music of Germany;Liedermacher;;;
regional music;music of Europe;music of Western Europe;music of Germany;mundart music;mundart rock;;
regional music;music of Europe;music of Western Europe;music of Germany;music of Bavaria;;;
regional music;music of Europe;music of Western Europe;music of Germany;Neue Deutsche Härte;;;
regional music;music of Europe;music of Western Europe;music of Germany;Neue Deutsche Todeskunst;;;
regional music;music of Europe;music of Western Europe;music of Germany;Neue Deutsche Welle;;;
regional music;music of Europe;music of Western Europe;music of Germany;Neue Volksmusik;;;
regional music;music of Europe;music of Western Europe;music of Germany;Romantische Oper;;;
regional music;music of Europe;music of Western Europe;music of Germany;Sound of Frankfurt;;;
regional music;music of Europe;music of Western Europe;music of Liechtenstein;;;;
regional music;music of Europe;music of Western Europe;music of Luxembourg;;;;
regional music;music of Europe;music of Western Europe;music of Mediterranea;;;;
regional music;music of Europe;music of Western Europe;music of Monaco;;;;
regional music;music of Europe;music of Western Europe;music of Switzerland;Appenzeller string music;;;
regional music;music of Europe;music of Western Europe;music of Switzerland;Streichmusik;;;
regional music;music of Europe;music of Western Europe;music of Switzerland;Swiss folk music;ländler music;;
regional music;music of Europe;music of Western Europe;music of Switzerland;Swiss folk music;zäuerli;;
regional music;music of Europe;music of Western Europe;music of Switzerland;Swiss hip hop;;;
regional music;music of Europe;music of Western Europe;music of Switzerland;Swiss rock;;;
regional music;music of Europe;music of Western Europe;music of Switzerland;Swiss wave;;;
